sport,dport,ack_in,ack_out,byte,duration,flow,inbyte,outbyte,inpacket,outpacket,packet,psh_in,psh_out
65485,443,42,42,10552,1000000,1,2522,8030,42,42,84,2,40
65485,443,50,50,11545,1000000,1,3716,7829,50,50,100,8,42
65485,443,70,70,16578,1000000,1,5304,11274,70,70,140,12,58
65485,443,89,90,21136,1000000,1,6203,14933,89,90,179,11,79
65485,443,124,124,30303,1000000,1,7343,22960,124,124,248,5,119
65485,443,110,112,27472,1000000,1,6956,20516,110,112,222,8,104
65485,443,91,91,22499,1000000,1,5422,17077,91,91,182,4,87
65485,443,59,60,13862,1000000,1,4202,9660,59,60,119,8,52
65485,443,38,38,8612,1000000,1,2941,5671,38,38,76,7,31
65485,443,32,32,7777,1000000,1,1994,5783,32,32,64,2,30
65485,443,22,22,5196,1000000,1,1442,3754,22,22,44,2,20
65485,443,38,38,8593,1000000,1,3068,5525,38,38,76,8,30
65485,443,44,44,9744,1000000,1,3646,6098,44,44,88,10,34
65485,443,27,27,6210,1000000,1,1966,4244,27,27,54,4,23
65485,443,46,46,10885,1000000,1,3119,7766,46,46,92,5,41
65485,443,99,100,23256,1000000,1,6616,16640,99,100,199,10,89
65485,443,108,108,25615,1000000,1,7229,18386,108,108,216,11,98
65485,443,109,110,26167,1000000,1,6902,19265,109,110,219,8,102
65485,443,101,101,24091,1000000,1,6470,17621,101,101,202,8,93
65485,443,89,89,21138,1000000,1,5695,15443,89,89,178,7,82
65485,443,88,88,21216,1000000,1,5260,15956,88,88,176,4,84
65485,443,41,41,9126,1000000,1,3369,5757,41,41,82,9,32
65485,443,30,30,7076,1000000,1,2001,5075,30,30,60,3,27
65485,443,34,34,7716,1000000,1,2598,5118,34,34,68,6,28
65485,443,33,33,7578,1000000,1,2417,5161,33,33,66,5,28
65485,443,33,33,7794,1000000,1,2163,5631,33,33,66,3,30
65485,443,36,36,8100,1000000,1,2833,5267,36,36,72,7,29
65485,443,60,60,13896,1000000,1,4256,9640,60,60,120,8,52
65485,443,92,92,22416,1000000,1,5222,17194,92,92,184,2,90
65485,443,95,94,22556,1000000,1,6019,16537,95,94,189,7,87
65485,443,102,104,24396,1000000,1,6778,17618,102,104,206,10,94
65485,443,90,90,21209,1000000,1,6130,15079,90,90,180,10,80
65485,443,60,59,13508,1000000,1,4510,8998,60,59,119,10,49
65485,443,37,39,8838,1000000,1,2760,6078,37,39,76,6,33
65485,443,41,41,9438,1000000,1,2976,6462,41,41,82,6,35
65485,443,37,37,8238,1000000,1,3014,5224,37,37,74,8,29
65485,443,67,68,16154,1000000,1,4253,11901,67,68,135,5,63
65485,443,90,91,21686,1000000,1,5876,15810,90,91,181,8,83
65485,443,107,107,25611,1000000,1,6667,18944,107,107,214,7,100
65485,443,77,77,18510,1000000,1,4666,13844,77,77,154,4,73
65485,443,83,83,20115,1000000,1,4990,15125,83,83,166,4,79
65485,443,103,103,24476,1000000,1,6832,17644,103,103,206,10,93
65485,443,98,97,23052,1000000,1,6308,16744,98,97,195,8,89
65485,443,97,98,23408,1000000,1,6254,17154,97,98,195,8,90
65485,443,99,99,23490,1000000,1,6362,17128,99,99,198,8,91
65485,443,80,80,18969,1000000,1,5209,13760,80,80,160,7,73
65485,443,79,82,19471,1000000,1,5028,14443,79,82,161,6,76
65485,443,89,91,21872,1000000,1,5441,16431,89,91,180,5,86
65485,443,101,101,24441,1000000,1,6216,18225,101,101,202,6,95
65485,443,108,110,26305,1000000,1,6721,19584,108,110,218,7,103
65485,443,101,101,24740,1000000,1,5835,18905,101,101,202,3,98
65485,443,76,76,18068,1000000,1,4866,13202,76,76,152,6,70
65485,443,139,138,33706,1000000,1,9030,24676,139,138,277,12,126
65485,443,125,128,29817,1000000,1,8909,20908,125,128,253,17,111
65485,443,91,92,22038,1000000,1,5549,16489,91,92,183,5,87
65485,443,78,78,18660,1000000,1,4859,13801,78,78,156,5,73
65485,443,73,73,17551,1000000,1,4450,13101,73,73,146,4,69
65485,443,92,92,21553,1000000,1,6365,15188,92,92,184,11,81
65485,443,92,93,22051,1000000,1,5857,16194,92,93,185,7,85
65485,443,92,91,21836,1000000,1,5984,15852,92,91,183,8,84
65485,443,81,82,19590,1000000,1,5009,14581,81,82,163,5,77
65485,443,89,89,21777,1000000,1,5314,16463,89,89,178,4,85
65485,443,99,99,23510,1000000,1,6362,17148,99,99,198,8,91
65485,443,94,94,22369,1000000,1,6092,16277,94,94,188,8,86
65485,443,94,94,22389,1000000,1,6092,16297,94,94,188,8,86
65485,443,90,90,21517,1000000,1,5622,15895,90,90,180,6,84
65485,443,91,92,21409,1000000,1,6311,15098,91,92,183,11,81
65485,443,72,72,17388,1000000,1,4269,13119,72,72,144,3,69
65485,443,69,69,16886,1000000,1,3853,13033,69,69,138,1,68
65485,443,75,75,18018,1000000,1,4558,13460,75,75,150,4,71
65485,443,88,88,20716,1000000,1,6022,14694,88,88,176,10,78
65485,443,87,87,21189,1000000,1,5333,15856,87,87,174,5,82
65485,443,87,87,20539,1000000,1,5841,14698,87,87,174,9,78
65485,443,82,82,19417,1000000,1,5444,13973,82,82,164,8,74
65485,443,84,84,20563,1000000,1,5552,15011,84,84,168,8,76
65485,443,88,88,21325,1000000,1,5260,16065,88,88,176,4,84
65485,443,81,82,19580,1000000,1,5263,14317,81,82,163,7,75
65485,443,83,83,19905,1000000,1,5371,14534,83,83,166,7,76
65485,443,76,76,18588,1000000,1,4231,14357,76,76,152,1,75
65485,443,108,109,26028,1000000,1,7229,18799,108,109,217,11,98
65485,443,92,92,21876,1000000,1,5857,16019,92,92,184,7,85
65485,443,88,88,21258,1000000,1,5514,15744,88,88,176,6,82
65485,443,93,93,21906,1000000,1,6165,15741,93,93,186,9,84
65485,443,91,93,22775,1000000,1,5549,17226,91,93,184,5,88
65485,443,106,107,25300,1000000,1,7375,17925,106,107,213,13,94
65485,443,99,99,23274,1000000,1,6616,16658,99,99,198,10,89
65485,443,44,44,10526,1000000,1,2884,7642,44,44,88,4,40
65485,443,25,25,5610,1000000,1,1985,3625,25,25,50,5,20
65485,443,45,45,10555,1000000,1,3065,7490,45,45,90,5,40
65485,443,84,84,20450,1000000,1,5044,15406,84,84,168,4,80
65485,443,89,89,21376,1000000,1,5695,15681,89,89,178,7,82
65485,443,103,102,25040,1000000,1,5943,19097,103,102,205,3,99
65485,443,103,105,24752,1000000,1,6959,17793,103,105,208,11,94
65485,443,95,95,23268,1000000,1,6019,17249,95,95,190,7,88
65485,443,87,87,21208,1000000,1,5206,16002,87,87,174,4,83
65485,443,101,101,23768,1000000,1,6978,16790,101,101,202,12,89
65485,443,99,100,23790,1000000,1,6235,17555,99,100,199,7,93
65485,443,28,28,6806,1000000,1,1766,5040,28,28,56,2,26
65485,443,23,23,5462,1000000,1,1496,3966,23,23,46,2,21
65485,443,45,45,9882,1000000,1,3827,6055,45,45,90,11,34
65485,443,47,47,10399,1000000,1,3935,6464,47,47,94,11,36
65485,443,33,33,7470,1000000,1,2544,4926,33,33,66,6,27
65485,443,28,28,5947,1000000,1,2528,3419,28,28,56,8,20
65485,443,30,30,6613,1000000,1,2636,3977,30,30,60,8,22
65485,443,29,29,6487,1000000,1,2455,4032,29,29,58,7,22
65485,443,58,58,12472,1000000,1,5291,7181,58,58,116,17,41
65485,443,29,29,6594,1000000,1,2563,4031,31,31,62,7,22
65485,443,32,32,7460,1000000,1,2417,5043,33,33,66,5,27
65485,443,56,56,13236,1000000,1,3659,9577,56,56,112,5,51
65485,443,89,89,21787,1000000,1,5060,16727,89,89,178,2,87
65485,443,95,96,22590,1000000,1,6273,16317,95,96,191,9,87
65485,443,101,103,25372,1000000,1,6470,18902,101,103,204,8,95
65485,443,116,116,27672,1000000,1,7280,20392,116,116,232,8,108
65485,443,109,109,26187,1000000,1,6775,19412,109,109,218,7,102
65485,443,87,87,20430,1000000,1,5841,14589,87,87,174,9,78
65485,443,81,82,20131,1000000,1,4513,15618,81,82,163,1,81
65485,443,92,91,21842,1000000,1,6250,15592,92,91,183,10,83
65485,443,89,89,21246,1000000,1,5568,15678,89,89,178,6,83
65485,443,73,73,17115,1000000,1,5085,12030,73,73,146,9,64
65485,443,38,38,8700,1000000,1,2814,5886,38,38,76,6,32
65485,443,42,42,9684,1000000,1,3030,6654,42,42,84,6,36
65485,443,37,38,8646,1000000,1,2760,5886,37,38,75,6,32
65485,443,38,39,8784,1000000,1,2941,5843,38,39,77,7,32
65485,443,42,44,9877,1000000,1,3284,6593,42,44,86,8,36
65485,443,30,30,6948,1000000,1,2128,4820,30,30,60,4,26
65485,443,31,32,7494,1000000,1,2055,5439,31,32,63,3,29
65485,443,29,29,6918,1000000,1,1820,5098,29,29,58,2,27
65485,443,45,45,10207,1000000,1,3573,6634,45,45,90,9,36
65485,443,40,40,9001,1000000,1,3176,5825,40,40,80,8,32
65485,443,37,37,8454,1000000,1,2760,5694,37,37,74,6,31
65485,443,72,72,17021,1000000,1,4801,12220,72,72,144,7,65
65485,443,95,94,22785,1000000,1,6539,16246,95,94,189,11,83
65485,443,56,57,13564,1000000,1,3913,9651,56,57,113,7,50
65485,443,43,43,10147,1000000,1,2957,7190,43,43,86,5,38
65485,443,68,68,15972,1000000,1,4561,11411,68,68,136,7,61
65485,443,113,114,27398,1000000,1,6908,20490,113,114,227,6,108
65485,443,100,100,24072,1000000,1,6047,18025,100,100,200,5,95
65485,443,74,74,18096,1000000,1,4123,13973,74,74,148,1,73
65485,443,87,87,20971,1000000,1,5333,15638,87,87,174,5,82
65485,443,90,90,21385,1000000,1,5876,15509,90,90,180,8,82
65485,443,44,44,10406,1000000,1,3150,7256,44,44,88,6,38
65485,443,56,55,13428,1000000,1,4040,9388,56,55,111,8,48
65485,443,46,46,10915,1000000,1,3246,7669,46,46,92,6,41
65485,443,50,50,11761,1000000,1,3462,8299,50,50,100,6,44
65485,443,30,30,6948,1000000,1,2128,4820,30,30,60,4,26
65485,443,29,29,6486,1000000,1,2328,4158,29,29,58,6,23
65485,443,26,26,5748,1000000,1,2166,3582,26,26,52,6,20
65485,443,31,31,6915,1000000,1,2563,4352,31,31,62,7,24
65485,443,20,19,4651,1000000,1,1461,3190,20,19,39,3,17
65485,443,19,19,4373,1000000,1,1292,3081,19,19,38,2,17
65485,443,36,37,7968,1000000,1,3214,4754,36,37,73,10,27
65485,443,31,31,6782,1000000,1,2690,4092,31,31,62,8,23
65485,443,20,20,4596,1000000,1,1461,3135,20,20,40,3,17
65485,443,21,21,4842,1000000,1,1515,3327,21,21,42,3,18
65485,443,29,29,6511,1000000,1,2328,4183,29,29,58,6,23
65485,443,17,18,4266,1000000,1,1045,3221,17,18,35,1,17
65485,443,35,35,7962,1000000,1,2652,5310,35,35,70,6,29
65485,443,39,39,8946,1000000,1,2868,6078,39,39,78,6,33
65485,443,55,54,12938,1000000,1,3859,9079,55,54,109,7,48
65485,443,57,58,13185,1000000,1,4626,8559,57,58,115,12,46
65485,443,67,67,15732,1000000,1,5269,10463,67,67,134,13,54
65485,443,94,94,22730,1000000,1,5723,17007,94,94,188,5,89
65485,443,115,115,28137,1000000,1,7111,21026,115,115,230,7,110
65485,443,96,96,22784,1000000,1,6212,16572,96,96,192,8,88
65485,443,95,95,22746,1000000,1,5916,16830,95,95,190,6,89
65485,443,115,115,27746,1000000,1,7076,20670,115,115,230,6,109
65485,443,83,83,19338,1000000,1,5752,13586,83,83,166,10,73
65485,443,28,28,6284,1000000,1,2318,3966,28,28,56,6,22
65485,443,34,34,7284,1000000,1,3106,4178,34,34,68,10,24
65485,443,39,40,8834,1000000,1,3249,5585,39,40,79,9,31
65485,443,37,37,8238,1000000,1,3014,5224,37,37,74,8,29
65485,443,30,30,7057,1000000,1,2128,4929,30,30,60,4,26
65485,443,25,25,5718,1000000,1,1858,3860,25,25,50,4,21
65485,443,29,29,6398,1000000,1,2455,3943,29,29,58,7,22
65485,443,33,32,7550,1000000,1,2695,4855,33,32,65,7,26
65485,443,42,42,9036,1000000,1,3792,5244,42,42,84,12,30
65485,443,35,35,8396,1000000,1,2398,5998,35,35,70,4,31
65485,443,31,31,7194,1000000,1,2182,5012,31,31,62,4,27
65485,443,105,105,25427,1000000,1,6837,18590,105,105,210,9,96
65485,443,96,97,23338,1000000,1,6141,17197,96,97,193,7,90
65485,443,107,109,25838,1000000,1,7005,18833,107,109,216,9,100
65485,443,98,96,23431,1000000,1,6356,17075,98,96,194,8,90
65485,443,102,102,24896,1000000,1,6211,18685,102,102,204,5,97
65485,443,114,114,27430,1000000,1,7633,19797,114,114,228,11,105
65485,443,86,86,20641,1000000,1,5430,15211,86,86,172,6,80
65485,443,96,95,23372,1000000,1,5716,17656,96,95,191,4,92
65485,443,79,79,18926,1000000,1,4933,13993,79,79,158,5,74
65485,443,82,82,19911,1000000,1,5095,14816,82,82,164,5,78
65485,443,89,90,22317,1000000,1,4945,17372,89,90,179,1,89
65485,443,78,79,18918,1000000,1,5022,13896,78,79,157,6,73
65485,443,83,83,20248,1000000,1,5034,15214,83,83,166,4,79
65485,443,100,101,24294,1000000,1,6738,17556,100,101,201,10,91
65485,443,87,89,20522,1000000,1,6627,13895,87,89,176,15,74
65485,443,105,105,25468,1000000,1,6500,18968,105,105,210,6,99
65485,443,93,93,22381,1000000,1,5923,16458,93,93,186,7,87
65485,443,100,99,23967,1000000,1,6357,17610,100,99,199,7,93
65485,443,28,28,6792,1000000,1,1639,5153,28,28,56,1,27
65485,443,72,72,17451,1000000,1,4547,12904,72,72,144,5,68
65485,443,120,120,29532,1000000,1,7695,21837,120,120,240,9,111
65485,443,115,115,27639,1000000,1,7679,19960,115,115,230,11,105
65485,443,87,87,21469,1000000,1,4988,16481,87,87,174,2,85
65485,443,87,87,21090,1000000,1,5091,15999,87,87,174,3,84
65485,443,81,80,19441,1000000,1,5009,14432,81,80,161,5,76
65485,443,118,118,28692,1000000,1,6976,21716,118,118,236,4,114
65485,443,111,110,26417,1000000,1,7400,19017,111,110,221,10,101
65485,443,92,92,22384,1000000,1,6123,16261,92,92,184,9,84
65485,443,135,134,33156,1000000,1,8378,24778,135,134,269,8,128
65485,443,114,114,28267,1000000,1,7019,21248,114,114,228,5,110
65485,443,88,86,21180,1000000,1,6288,14892,88,86,174,12,76
65485,443,93,94,22704,1000000,1,5693,17011,93,94,187,5,90
65485,443,125,127,30881,1000000,1,7660,23221,125,127,252,6,121
65485,443,113,111,26559,1000000,1,7682,18877,113,111,224,12,101
65485,443,94,95,22897,1000000,1,5723,17174,94,95,189,5,90
65485,443,84,85,20580,1000000,1,4965,15615,84,85,169,3,82
65485,443,88,87,21500,1000000,1,5145,16355,88,87,175,3,85
65485,443,119,120,28335,1000000,1,8439,19896,119,120,239,15,105
65485,443,103,102,25065,1000000,1,6603,18462,103,102,205,7,97
65485,443,104,102,24257,1000000,1,8041,16216,104,102,206,19,87
65485,443,109,109,26219,1000000,1,7062,19157,109,109,218,8,101
65485,443,89,89,21876,1000000,1,5120,16756,89,89,178,2,87
65485,443,98,100,23936,1000000,1,6146,17790,98,100,198,6,94
65485,443,96,95,23332,1000000,1,6097,17235,96,95,191,7,91
65485,443,90,89,21897,1000000,1,5519,16378,90,89,179,5,85
65485,443,103,101,24878,1000000,1,6646,18232,103,101,204,8,95
65485,443,87,87,21536,1000000,1,4849,16687,87,87,174,1,86
65485,443,93,92,22490,1000000,1,5725,16765,93,92,185,5,88
65485,443,99,99,23682,1000000,1,6319,17363,99,99,198,7,92
65485,443,102,101,25214,1000000,1,6501,18713,102,101,203,7,95
65485,443,116,117,28105,1000000,1,7606,20499,116,117,233,10,107
65485,443,116,116,27944,1000000,1,7666,20278,116,116,232,10,107
65485,443,88,87,20822,1000000,1,5995,14827,88,87,175,9,78
65485,443,131,134,32939,1000000,1,8250,24689,131,134,265,8,126
65485,443,98,98,23527,1000000,1,5983,17544,98,98,196,5,93
65485,443,123,122,29313,1000000,1,7972,21341,123,122,245,10,113
65485,443,62,61,14467,1000000,1,4388,10079,62,61,123,8,54
65485,443,31,31,7009,1000000,1,2690,4319,31,31,62,8,24
65485,443,29,27,6573,1000000,1,2499,4074,29,27,56,7,22
65485,443,31,31,6859,1000000,1,2690,4169,31,31,62,8,23
65485,443,34,34,7512,1000000,1,2864,4648,34,34,68,8,26
65485,443,35,35,8471,1000000,1,2696,5775,35,35,70,6,30
65485,443,15,15,3582,1000000,1,937,2645,15,15,30,1,14
65485,443,28,28,6348,1000000,1,2147,4201,28,28,56,5,23
65485,443,37,35,7995,1000000,1,3395,4600,37,35,72,11,25
65485,443,30,31,6752,1000000,1,2680,4072,30,31,61,8,23
65485,443,44,41,9724,1000000,1,3817,5907,44,41,85,11,33
65485,443,36,34,8006,1000000,1,3099,4907,36,34,70,9,27
65485,443,30,30,6840,1000000,1,2255,4585,30,30,60,5,25
65485,443,39,37,8744,1000000,1,3261,5483,39,37,76,9,30
65485,443,39,37,8733,1000000,1,3376,5357,39,37,76,10,29
65485,443,45,44,10101,1000000,1,3736,6365,45,44,89,10,35
65485,443,44,42,9758,1000000,1,3646,6112,44,42,86,10,34
65485,443,49,44,11033,1000000,1,4182,6851,49,44,93,12,37
65485,443,37,37,8574,1000000,1,2645,5929,37,37,74,5,32
65485,443,32,30,7323,1000000,1,2248,5075,32,30,62,4,27
65485,443,46,45,10431,1000000,1,4008,6423,46,45,91,12,35
65485,443,40,38,8870,1000000,1,3430,5440,40,38,78,10,30
65485,443,31,29,7208,1000000,1,2321,4887,31,29,60,5,26
65485,443,33,33,7968,1000000,1,2199,5769,33,33,66,3,30
65485,443,53,50,11721,1000000,1,4779,6942,53,50,103,15,39
65485,443,38,38,8838,1000000,1,2814,6024,38,38,76,6,32
65485,443,44,39,9714,1000000,1,3932,5782,44,39,83,12,32
65485,443,35,34,8029,1000000,1,2664,5365,35,34,69,6,29
65485,443,87,86,20956,1000000,1,5461,15495,87,86,173,5,81
65485,443,111,112,27673,1000000,1,6821,20852,111,112,223,5,107
65485,443,101,101,24825,1000000,1,6669,18156,101,101,202,9,94
65485,443,123,120,29609,1000000,1,8306,21303,123,120,243,11,112
65485,443,111,108,26691,1000000,1,6955,19736,111,108,219,7,104
65485,443,99,96,24099,1000000,1,6295,17804,99,96,195,7,92
65485,443,85,85,21611,1000000,1,4940,16671,85,85,170,2,83
65485,443,76,76,18745,1000000,1,4902,13843,76,76,152,6,71
65485,443,87,87,21177,1000000,1,6028,15149,87,87,174,10,78
65485,443,101,99,23911,1000000,1,7074,16837,101,99,200,12,88
65485,443,86,87,20732,1000000,1,5418,15314,86,87,173,6,81
65485,443,105,106,25782,1000000,1,6544,19238,105,106,211,6,100
65485,443,104,101,24886,1000000,1,6994,17892,104,101,205,10,94
65485,443,97,96,23401,1000000,1,5897,17504,97,96,193,5,92
65485,443,104,103,24761,1000000,1,6930,17831,104,103,207,10,95
65485,443,98,98,24373,1000000,1,6146,18227,98,98,196,6,93
65485,443,85,84,20746,1000000,1,5202,15544,85,84,169,4,81
65485,443,85,85,20403,1000000,1,5733,14670,85,85,170,9,77
65485,443,96,96,23114,1000000,1,6189,16925,96,96,192,7,89
65485,443,106,106,26428,1000000,1,6372,20056,106,106,212,4,102
65485,443,111,111,27812,1000000,1,6253,21559,111,111,222,1,110
65485,443,78,78,19336,1000000,1,4709,14627,78,78,156,3,75
65485,443,54,49,12075,1000000,1,4579,7496,54,49,103,13,41
65485,443,101,100,24038,1000000,1,7026,17012,101,100,201,12,89
65485,443,86,86,20665,1000000,1,5454,15211,86,86,172,6,80
65485,443,84,84,21053,1000000,1,4850,16203,84,84,168,2,82
65485,443,96,96,23749,1000000,1,5637,18112,96,96,192,3,93
65485,443,85,85,20816,1000000,1,5400,15416,85,85,170,6,80
65485,443,79,78,19005,1000000,1,5306,13699,79,78,157,8,72
65485,443,35,33,8072,1000000,1,2652,5420,35,33,68,6,29
65485,443,47,47,11346,1000000,1,2792,8554,47,47,94,2,45
65485,443,115,113,28022,1000000,1,7533,20489,115,113,228,9,106
65485,443,108,108,26520,1000000,1,6671,19849,108,108,216,5,103
65485,443,36,37,8653,1000000,1,2615,6038,36,37,73,5,32
65485,443,53,48,12365,1000000,1,5053,7312,53,48,101,17,36
65485,443,76,75,17980,1000000,1,5319,12661,76,75,151,9,67
65485,443,117,118,29223,1000000,1,7280,21943,117,118,235,6,112
65485,443,48,48,11897,1000000,1,3168,8729,48,48,96,4,44
65485,443,37,38,9092,1000000,1,2518,6574,37,38,75,4,34
65485,443,41,41,9714,1000000,1,2782,6932,41,41,82,4,37
65485,443,43,42,10340,1000000,1,2957,7383,43,42,85,5,38
65485,443,48,47,11241,1000000,1,3632,7609,48,47,95,8,40
65485,443,60,59,14058,1000000,1,4741,9317,60,59,119,11,49
65485,443,76,75,17635,1000000,1,5573,12062,76,75,151,11,65
65485,443,102,99,24942,1000000,1,6723,18219,102,99,201,9,93
65485,443,92,92,22269,1000000,1,6147,16122,92,92,184,9,85
65485,443,67,67,16268,1000000,1,4206,12062,67,67,134,4,63
65485,443,38,37,8874,1000000,1,2572,6302,38,37,75,4,34
65485,443,109,106,27075,1000000,1,6781,20294,109,106,215,5,104
65485,443,90,91,22846,1000000,1,6155,16691,90,91,181,9,84
65485,443,57,55,13576,1000000,1,4281,9295,57,55,112,9,48
65485,443,55,54,13414,1000000,1,4320,9094,55,54,109,10,47
65485,443,58,58,13562,1000000,1,4323,9239,58,58,116,9,49
65485,443,99,98,24464,1000000,1,6423,18041,99,98,197,7,92
65485,443,109,108,27592,1000000,1,7070,20522,109,108,217,8,102
65485,443,104,99,24498,1000000,1,7419,17079,104,99,203,13,91
65485,443,97,95,23835,1000000,1,6223,17612,97,95,192,7,90
65485,443,51,50,12051,1000000,1,3711,8340,51,50,101,7,44
65485,443,32,29,7302,1000000,1,2937,4365,33,30,63,9,23
65485,443,28,27,6357,1000000,1,2413,3944,28,27,55,7,22
65485,443,36,32,7767,1000000,1,3341,4426,36,32,68,11,25
65485,443,30,28,6538,1000000,1,2763,3775,30,28,58,9,21
65485,443,37,37,7921,1000000,1,3439,4482,37,37,74,11,26
65485,443,27,24,5942,1000000,1,2359,3583,27,24,51,7,20
65485,443,32,30,7888,1000000,1,2133,5755,32,30,62,3,29
65485,443,57,57,13843,1000000,1,3495,10348,57,57,114,3,54
65485,443,60,57,13668,1000000,1,5030,8638,60,57,117,14,46
65485,443,65,63,14377,1000000,1,5737,8640,65,63,128,17,48
65485,443,42,41,9543,1000000,1,3284,6259,42,41,83,8,34
65485,443,47,47,11546,1000000,1,2951,8595,47,47,94,3,44
65485,443,55,53,13275,1000000,1,3768,9507,55,53,108,6,49
65485,443,57,56,12831,1000000,1,4753,8078,57,56,113,13,44
65485,443,35,34,8367,1000000,1,2549,5818,35,34,69,5,30
65485,443,36,35,8275,1000000,1,2718,5557,36,35,71,6,30
65485,443,34,33,8295,1000000,1,2356,5939,34,33,67,4,30
65485,443,41,41,9925,1000000,1,2746,7179,41,41,82,4,38
65485,443,40,40,9720,1000000,1,2704,7016,40,40,80,4,36
65485,443,51,50,12558,1000000,1,3850,8708,51,50,101,8,44
65485,443,55,53,12231,1000000,1,4677,7554,55,53,108,13,42
65485,443,44,43,10066,1000000,1,3646,6420,44,43,87,10,35
65485,443,52,50,11908,1000000,1,4241,7667,52,50,102,11,41
65485,443,45,44,10402,1000000,1,3458,6944,45,44,89,8,37
65485,443,56,52,13177,1000000,1,4283,8894,56,52,108,9,47
65485,443,40,40,9398,1000000,1,2970,6428,40,40,80,6,34
65485,443,58,56,13457,1000000,1,4704,8753,58,56,114,12,46
65485,443,62,56,14439,1000000,1,4988,9451,62,56,118,12,50
65485,443,35,35,8082,1000000,1,2537,5545,35,35,70,5,30
65485,443,36,35,8396,1000000,1,2730,5666,36,35,71,6,30
65485,443,47,46,11273,1000000,1,3094,8179,47,46,93,4,43
65485,443,36,35,8987,1000000,1,2603,6384,36,35,71,5,31
65485,443,47,45,10915,1000000,1,3300,7615,47,45,92,6,41
65485,443,67,64,14964,1000000,1,5801,9163,67,64,131,17,50
65485,443,38,36,9069,1000000,1,2826,6243,38,36,74,6,32
65485,443,30,30,7164,1000000,1,1874,5290,30,30,60,2,28
65485,443,69,65,15754,1000000,1,5965,9789,69,65,134,17,52
65485,443,43,42,9788,1000000,1,3211,6577,43,42,85,7,36
65485,443,36,35,8199,1000000,1,2857,5342,36,35,71,7,29
65485,443,55,52,13019,1000000,1,4300,8719,55,52,107,10,45
65485,443,39,35,8842,1000000,1,3261,5581,39,35,74,9,30
65485,443,28,27,6895,1000000,1,1893,5002,28,27,55,3,25
65485,443,67,59,14938,1000000,1,6861,8077,67,59,126,23,44
65485,443,46,44,11188,1000000,1,3592,7596,46,44,90,8,38
65485,443,31,28,7142,1000000,1,2321,4821,31,28,59,5,26
65485,443,43,43,10448,1000000,1,2759,7689,43,43,86,3,40
65485,443,29,29,6810,1000000,1,1947,4863,29,29,58,3,26
65485,443,53,51,12057,1000000,1,4462,7595,53,51,104,12,41
65485,443,60,53,13451,1000000,1,5078,8373,60,53,113,14,46
65485,443,61,58,14152,1000000,1,5152,9000,61,58,119,13,48
65485,443,48,46,10987,1000000,1,3759,7228,48,46,94,9,39
65485,443,49,47,11452,1000000,1,3928,7524,49,47,96,10,40
65485,443,46,45,10897,1000000,1,3282,7615,46,45,91,6,40
65485,443,44,42,10312,1000000,1,3416,6896,44,42,86,8,36
65485,443,34,34,8253,1000000,1,2495,5758,34,34,68,5,29
65485,443,39,37,9089,1000000,1,3293,5796,39,37,76,9,31
65485,443,56,52,12471,1000000,1,4675,7796,56,52,108,13,43
65485,443,44,44,10175,1000000,1,3555,6620,44,44,88,9,35
65485,443,59,57,13468,1000000,1,4595,8873,59,57,116,11,48
65485,443,48,48,11450,1000000,1,3251,8199,48,48,96,5,43
65485,443,45,44,10707,1000000,1,3379,7328,45,44,89,7,38
65485,443,48,46,11285,1000000,1,3632,7653,48,46,94,8,41
65485,443,55,50,12231,1000000,1,4494,7737,55,50,105,12,43
65485,443,40,37,9077,1000000,1,3327,5750,40,37,77,9,31
65485,443,51,46,11686,1000000,1,3818,7868,51,46,97,8,43
65485,443,48,46,11745,1000000,1,3783,7962,48,46,94,9,39
65485,443,44,44,10440,1000000,1,2932,7508,44,44,88,4,40
65485,443,39,39,9717,1000000,1,2650,7067,39,39,78,4,36
65485,443,49,48,11738,1000000,1,3341,8397,49,48,97,5,43
65485,443,51,50,12111,1000000,1,3548,8563,51,50,101,6,46
65485,443,46,43,10197,1000000,1,4032,6165,46,43,89,12,34
65485,443,80,76,19167,1000000,1,6131,13036,80,76,156,13,67
65485,443,86,82,21277,1000000,1,5982,15295,86,82,168,9,77
65485,443,52,49,12002,1000000,1,3745,8257,52,49,101,7,44
65485,443,38,38,9154,1000000,1,2648,6506,38,38,76,4,35
65485,443,74,72,16758,1000000,1,6386,10372,74,72,146,18,57
65485,443,60,60,14926,1000000,1,3832,11094,60,60,120,4,56
65485,443,96,95,23991,1000000,1,6804,17187,96,95,191,12,84
65485,443,129,127,31814,1000000,1,9856,21958,129,127,256,22,108
65485,443,97,94,23427,1000000,1,6060,17367,97,94,191,6,91
65485,443,95,92,23960,1000000,1,6020,17940,95,92,187,6,89
65485,443,96,94,23228,1000000,1,6590,16638,96,94,190,10,86
65485,443,59,57,13785,1000000,1,4365,9420,59,57,116,9,50
65485,443,31,30,7249,1000000,1,2182,5067,31,30,61,4,27
65485,443,25,25,5934,1000000,1,1604,4330,25,25,50,2,23
65485,443,52,49,11473,1000000,1,4471,7002,52,49,101,13,40
65485,443,89,88,21349,1000000,1,6386,14963,89,88,177,12,78
65485,443,114,115,28387,1000000,1,7463,20924,114,115,229,9,107
65485,443,95,94,23097,1000000,1,6226,16871,95,94,189,8,87
65485,443,113,113,27833,1000000,1,7096,20737,113,113,226,6,107
