sport,dport,ack_in,ack_out,byte,duration,flow,inbyte,outbyte,inpacket,outpacket,packet,psh_in,psh_out
65485,443,99,94,24741,1000000,1,6911,17830,99,94,193,11,88
65485,443,91,90,22092,1000000,1,6438,15654,91,90,181,11,81
65485,443,97,98,23602,1000000,1,6314,17288,97,98,195,8,90
65485,443,97,97,24530,1000000,1,5664,18866,97,97,194,2,95
65485,443,27,25,6429,1000000,1,1966,4463,27,25,52,4,23
65485,443,29,29,7038,1000000,1,1705,5333,29,29,58,1,28
65485,443,47,46,10749,1000000,1,3979,6770,47,46,93,11,36
65485,443,54,49,11938,1000000,1,4718,7220,54,49,103,14,40
65485,443,34,33,8108,1000000,1,2007,6101,34,33,67,1,32
65485,443,44,43,10448,1000000,1,3440,7008,44,43,87,8,37
65485,443,34,34,8205,1000000,1,2273,5932,34,34,68,3,31
65485,443,86,81,19978,1000000,1,6355,13623,86,81,167,13,73
65485,443,103,102,25099,1000000,1,6293,18806,103,102,205,5,98
65485,443,94,91,23244,1000000,1,6914,16330,94,91,185,14,82
65485,443,58,57,12969,1000000,1,4934,8035,58,57,115,14,44
65485,443,29,26,6553,1000000,1,2213,4340,29,26,55,5,24
65485,443,32,29,6771,1000000,1,3379,3392,32,29,61,13,19
65485,443,23,22,5173,1000000,1,1877,3296,23,22,45,5,18
65485,443,21,20,4897,1000000,1,1515,3382,21,20,41,3,18
65485,443,27,22,5799,1000000,1,2474,3325,27,22,49,8,19
65485,443,43,40,9070,1000000,1,4271,4799,43,40,83,15,28
65485,443,47,45,10845,1000000,1,3717,7128,47,45,92,9,38
65485,443,57,53,13175,1000000,1,4499,8676,57,53,110,11,46
65485,443,56,56,13622,1000000,1,3798,9824,56,56,112,6,52
65485,443,96,96,23416,1000000,1,5958,17458,96,96,192,6,90
65485,443,123,121,30371,1000000,1,7961,22410,123,121,244,9,114
65485,443,94,93,23189,1000000,1,5934,17255,94,93,187,6,88
65485,443,103,102,24938,1000000,1,7031,17907,103,102,205,11,93
65485,443,96,95,22894,1000000,1,6510,16384,96,95,191,10,86
65485,443,96,95,24112,1000000,1,5819,18293,96,95,191,5,91
65485,443,121,119,30112,1000000,1,8119,21993,121,119,240,11,111
65485,443,116,119,29450,1000000,1,7225,22225,116,119,235,7,112
65485,443,94,92,21712,1000000,1,7108,14604,94,92,186,16,78
65485,443,51,48,11103,1000000,1,4671,6432,51,48,99,15,36
65485,443,25,25,6212,1000000,1,1509,4703,25,25,50,1,24
65485,443,63,60,15885,1000000,1,4859,11026,63,60,123,11,54
65485,443,52,48,11855,1000000,1,4471,7384,52,48,100,13,40
65485,443,41,39,9514,1000000,1,3266,6248,41,39,80,8,33
65485,443,34,34,8204,1000000,1,2146,6058,34,34,68,2,32
65485,443,59,58,14557,1000000,1,3603,10954,59,58,117,3,56
65485,443,100,97,24134,1000000,1,6036,18098,100,97,197,4,95
65485,443,100,99,24690,1000000,1,6826,17864,100,99,199,10,91
65485,443,90,89,21780,1000000,1,6095,15685,90,89,179,9,81
65485,443,96,94,22478,1000000,1,6756,15722,96,94,190,12,84
65485,443,78,77,19281,1000000,1,4502,14779,78,77,155,2,76
65485,443,93,93,23335,1000000,1,5094,18241,93,93,186,0,93
65485,443,96,95,23013,1000000,1,6705,16308,96,95,191,11,86
65485,443,108,107,26948,1000000,1,6591,20357,108,107,215,5,103
65485,443,97,95,23391,1000000,1,6290,17101,97,95,192,8,89
65485,443,86,85,22095,1000000,1,5490,16605,86,85,171,6,81
65485,443,100,102,24325,1000000,1,6706,17619,100,102,202,10,93
65485,443,117,115,27892,1000000,1,8109,19783,117,115,232,13,104
65485,443,108,107,26464,1000000,1,7150,19314,108,107,215,10,99
65485,443,105,104,25804,1000000,1,6643,19161,105,104,209,7,98
65485,443,105,105,25291,1000000,1,7425,17866,105,105,210,13,94
65485,443,95,96,23360,1000000,1,5718,17642,95,96,191,4,92
65485,443,111,110,27325,1000000,1,7475,19850,111,110,221,11,100
65485,443,104,104,25806,1000000,1,6633,19173,104,104,208,7,98
65485,443,100,98,25635,1000000,1,6167,19468,100,98,198,5,95
65485,443,80,80,19584,1000000,1,4459,15125,80,80,160,1,79
65485,443,100,99,24661,1000000,1,6048,18613,100,99,199,4,95
65485,443,115,113,27646,1000000,1,8644,19002,115,113,228,18,100
65485,443,49,48,11593,1000000,1,3305,8288,49,48,97,5,44
65485,443,58,57,13396,1000000,1,4446,8950,58,57,115,10,48
65485,443,80,79,19358,1000000,1,5106,14252,80,79,159,6,75
65485,443,103,101,25213,1000000,1,6003,19210,103,101,204,3,100
65485,443,134,132,32733,1000000,1,8797,23936,134,132,266,11,124
65485,443,125,123,30814,1000000,1,8204,22610,125,123,248,10,116
65485,443,88,87,21613,1000000,1,4800,16813,88,87,175,0,87
65485,443,113,111,27612,1000000,1,7647,19965,113,111,224,10,103
65485,443,100,100,24794,1000000,1,6532,18262,100,100,200,8,94
65485,443,105,106,25956,1000000,1,6675,19281,105,106,211,7,99
65485,443,94,94,22889,1000000,1,6001,16888,94,94,188,7,88
65485,443,96,96,22992,1000000,1,6399,16593,96,96,192,9,88
65485,443,82,82,20187,1000000,1,4821,15366,82,82,164,3,79
65485,443,97,97,24263,1000000,1,5779,18484,97,97,194,3,94
65485,443,133,129,32342,1000000,1,9203,23139,133,129,262,15,118
65485,443,102,100,24389,1000000,1,7311,17078,102,100,202,13,89
65485,443,98,96,24426,1000000,1,5975,18451,98,96,194,5,94
65485,443,103,105,25655,1000000,1,6420,19235,103,105,208,6,99
65485,443,113,113,27944,1000000,1,6694,21250,113,113,226,4,110
65485,443,117,113,27608,1000000,1,7954,19654,117,113,230,12,105
65485,443,117,115,29841,1000000,1,7728,22113,117,115,232,10,108
65485,443,96,98,23704,1000000,1,5796,17908,96,98,194,4,93
65485,443,99,98,23886,1000000,1,6962,16924,99,98,197,12,88
65485,443,62,62,14908,1000000,1,4273,10635,62,62,124,7,56
65485,443,84,83,20180,1000000,1,5366,14814,84,83,167,6,78
65485,443,85,85,21614,1000000,1,5365,16249,85,85,170,5,80
65485,443,81,81,19047,1000000,1,5736,13311,81,81,162,10,71
65485,443,97,97,23382,1000000,1,5933,17449,97,97,194,5,92
65485,443,99,98,24269,1000000,1,6180,18089,99,98,197,6,93
65485,443,94,92,22902,1000000,1,6382,16520,94,92,186,10,85
65485,443,99,98,23905,1000000,1,6017,17888,99,98,197,5,94
65485,443,100,101,24524,1000000,1,6266,18258,100,101,201,6,95
65485,443,104,104,25879,1000000,1,6093,19786,104,104,208,3,102
65485,443,102,103,25769,1000000,1,6366,19403,102,103,205,6,97
65485,443,96,93,23141,1000000,1,6705,16436,96,93,189,11,85
65485,443,71,69,16747,1000000,1,5243,11504,71,69,140,11,60
65485,443,86,87,21045,1000000,1,5240,15805,86,87,173,4,83
65485,443,80,79,19447,1000000,1,4737,14710,80,79,159,3,77
65485,443,100,96,23975,1000000,1,7087,16888,100,96,196,13,87
65485,443,85,85,20737,1000000,1,5110,15627,85,85,170,4,81
65485,443,89,89,22767,1000000,1,5362,17405,89,89,178,4,85
65485,443,78,79,19011,1000000,1,5006,14005,78,79,157,6,74
65485,443,37,34,7958,1000000,1,3395,4563,37,34,71,11,26
65485,443,33,31,7039,1000000,1,3064,3975,33,31,64,10,23
65485,443,26,26,5900,1000000,1,2083,3817,26,26,52,5,21
65485,443,39,37,8516,1000000,1,3503,5013,39,37,76,11,28
65485,443,39,37,8745,1000000,1,3400,5345,39,37,76,10,29
65485,443,18,18,4384,1000000,1,1163,3221,18,18,36,1,17
65485,443,40,39,8848,1000000,1,3589,5259,40,39,79,11,29
65485,443,45,43,10144,1000000,1,3744,6400,45,43,88,10,35
65485,443,31,30,6924,1000000,1,2436,4488,31,30,61,6,25
65485,443,26,25,5944,1000000,1,2198,3746,26,25,51,6,20
65485,443,42,40,9201,1000000,1,3550,5651,42,40,82,10,32
65485,443,29,29,6854,1000000,1,1991,4863,29,29,58,3,26
65485,443,38,35,8444,1000000,1,3219,5225,38,35,73,9,29
65485,443,43,42,9587,1000000,1,3858,5729,43,42,85,12,31
65485,443,29,27,6527,1000000,1,2709,3818,29,27,56,8,21
65485,443,21,21,5070,1000000,1,1273,3797,21,21,42,1,20
65485,443,32,33,7774,1000000,1,2375,5399,32,33,65,5,28
65485,443,23,24,5215,1000000,1,1963,3252,24,25,49,5,18
65485,443,55,52,11145,1000000,1,6157,4988,55,52,107,25,31
65485,443,51,49,10699,1000000,1,4913,5786,51,49,100,17,34
65485,443,18,18,4212,1000000,1,1226,2986,18,18,36,2,16
65485,443,28,28,6240,1000000,1,2274,3966,28,28,56,6,22
65485,443,40,37,8601,1000000,1,3811,4790,40,37,77,13,27
65485,443,32,30,6871,1000000,1,2744,4127,32,30,62,8,23
65485,443,26,28,6044,1000000,1,2293,3751,26,28,54,7,21
65485,443,32,32,7020,1000000,1,2756,4264,32,32,64,8,24
65485,443,20,20,4596,1000000,1,1461,3135,20,20,40,3,17
65485,443,25,23,5491,1000000,1,2112,3379,25,23,48,6,19
65485,443,21,21,4842,1000000,1,1515,3327,21,21,42,3,18
65485,443,40,39,9183,1000000,1,3073,6110,40,39,79,7,33
65485,443,23,23,5010,1000000,1,2185,2825,24,24,48,7,16
65485,443,23,21,5157,1000000,1,2378,2779,25,23,48,8,15
65485,443,15,15,3475,1000000,1,1372,2103,16,16,32,4,11
65485,443,27,27,5346,1000000,1,2982,2364,27,27,54,12,15
65485,443,24,24,5256,1000000,1,2239,3017,25,25,50,7,17
65485,443,17,17,3896,1000000,1,1607,2289,18,18,36,5,12
65485,443,17,15,3752,1000000,1,1746,2006,18,16,34,6,11
65485,443,17,17,3966,1000000,1,1534,2432,19,19,38,4,13
65485,443,19,19,4596,1000000,1,1461,3135,20,20,40,3,16
65485,443,16,16,3421,1000000,1,1499,1922,16,16,32,5,11
65485,443,101,101,24202,1000000,1,6435,17767,101,101,202,7,94
65485,443,117,116,27255,1000000,1,8422,18833,117,116,233,16,102
65485,443,99,99,23859,1000000,1,6152,17707,99,99,198,6,93
65485,443,127,128,30905,1000000,1,8117,22788,127,128,255,9,119
65485,443,137,135,32918,1000000,1,9233,23685,137,135,272,13,124
65485,443,118,118,28774,1000000,1,7504,21270,118,118,236,8,111
65485,443,93,93,22730,1000000,1,5344,17386,93,93,186,2,91
65485,443,103,103,24812,1000000,1,6741,18071,103,103,206,9,95
65485,443,114,112,27727,1000000,1,7606,20121,114,112,226,10,105
65485,443,87,88,21237,1000000,1,5619,15618,87,88,175,7,81
65485,443,135,131,31308,1000000,1,10423,20885,135,131,266,23,113
65485,443,92,93,22436,1000000,1,6298,16138,92,93,185,10,83
65485,443,93,93,22544,1000000,1,5725,16819,93,93,186,5,88
65485,443,90,89,22517,1000000,1,5313,17204,90,89,179,3,87
65485,443,90,89,21975,1000000,1,5543,16432,90,89,179,5,85
65485,443,108,108,26952,1000000,1,6547,20405,108,108,216,5,103
65485,443,129,129,31024,1000000,1,8598,22426,129,129,258,12,118
65485,443,115,116,27764,1000000,1,7624,20140,115,116,231,10,106
65485,443,85,85,20992,1000000,1,4924,16068,85,85,170,2,83
65485,443,97,98,23667,1000000,1,5917,17750,97,98,195,5,93
65485,443,108,108,26106,1000000,1,7202,18904,108,108,216,10,99
65485,443,72,73,17365,1000000,1,4662,12703,72,73,145,6,67
65485,443,34,34,8071,1000000,1,2471,5600,34,34,68,5,30
65485,443,32,31,7495,1000000,1,2236,5259,32,31,63,4,28
65485,443,62,62,14857,1000000,1,4019,10838,62,62,124,5,57
65485,443,106,107,26244,1000000,1,6439,19805,106,107,213,5,102
65485,443,101,101,24501,1000000,1,5911,18590,101,101,202,3,98
65485,443,95,95,22844,1000000,1,6460,16384,95,95,190,10,85
65485,443,77,78,18595,1000000,1,4920,13675,77,78,155,6,72
65485,443,94,93,22558,1000000,1,6243,16315,94,93,187,9,85
65485,443,98,94,23483,1000000,1,6574,16909,98,94,192,10,89
65485,443,13,14,3066,1000000,1,1083,1983,13,14,27,3,11
65485,443,35,34,8029,1000000,1,2664,5365,35,34,69,6,29
65485,443,40,40,9116,1000000,1,3061,6055,40,40,80,7,33
65485,443,37,36,8426,1000000,1,2887,5539,37,36,73,7,30
65485,443,72,70,17146,1000000,1,5206,11940,72,70,142,10,63
65485,443,77,76,18890,1000000,1,4412,14478,77,76,153,2,75
65485,443,100,100,24560,1000000,1,5575,18985,100,100,200,1,99
65485,443,118,118,28365,1000000,1,7480,20885,118,118,236,8,110
65485,443,117,116,27550,1000000,1,8200,19350,117,116,233,14,103
65485,443,114,114,27633,1000000,1,7244,20389,114,114,228,8,107
65485,443,108,109,25664,1000000,1,7670,17994,108,109,217,14,96
65485,443,84,85,20468,1000000,1,5088,15380,84,85,169,4,81
65485,443,117,116,27994,1000000,1,7716,20278,117,116,233,10,107
65485,443,97,97,24015,1000000,1,5631,18384,97,97,194,3,94
65485,443,87,87,20912,1000000,1,5484,15428,87,87,174,6,81
65485,443,109,105,26234,1000000,1,7847,18387,109,105,214,15,94
65485,443,100,100,23641,1000000,1,6682,16959,100,100,200,10,90
65485,443,107,107,26499,1000000,1,6195,20304,107,107,214,3,104
65485,443,99,99,23642,1000000,1,6259,17383,99,99,198,7,92
65485,443,106,107,25622,1000000,1,7284,18338,106,107,213,12,96
65485,443,116,119,28797,1000000,1,7519,21278,116,119,235,9,110
65485,443,85,83,20156,1000000,1,5606,14550,85,83,168,8,77
65485,443,55,54,12960,1000000,1,3629,9331,55,54,109,5,50
65485,443,93,94,22786,1000000,1,5947,16839,93,94,187,7,87
65485,443,103,102,25091,1000000,1,6626,18465,103,102,205,8,95
65485,443,96,96,23336,1000000,1,5958,17378,96,96,192,6,91
65485,443,90,87,21375,1000000,1,6154,15221,90,87,177,10,80
65485,443,101,101,24531,1000000,1,6646,17885,101,101,202,8,94
65485,443,93,95,23401,1000000,1,5888,17513,93,95,188,6,89
65485,443,100,101,24825,1000000,1,6567,18258,100,101,201,9,92
65485,443,107,108,26927,1000000,1,6116,20811,107,108,215,2,106
65485,443,78,78,18552,1000000,1,4986,13566,78,78,156,6,72
65485,443,95,96,23282,1000000,1,5555,17727,95,96,191,3,93
65485,443,114,114,27999,1000000,1,6724,21275,114,114,228,4,110
65485,443,93,92,22214,1000000,1,6074,16140,93,92,185,8,85
65485,443,78,77,18175,1000000,1,5494,12681,78,77,155,10,68
65485,443,107,107,26410,1000000,1,6799,19611,107,107,214,7,101
65485,443,102,102,24997,1000000,1,5774,19223,102,102,204,2,100
65485,443,98,98,24386,1000000,1,5352,19034,98,98,196,0,98
65485,443,87,88,20114,1000000,1,6508,13606,87,88,175,14,74
65485,443,94,95,22585,1000000,1,6116,16469,94,95,189,8,87
65485,443,100,100,24588,1000000,1,6325,18263,100,100,200,7,94
65485,443,109,109,27807,1000000,1,7192,20615,109,109,218,10,102
65485,443,96,97,23220,1000000,1,6006,17214,96,97,193,6,91
65485,443,66,66,15696,1000000,1,4199,11497,66,66,132,5,61
65485,443,30,30,6960,1000000,1,2140,4820,30,30,60,4,26
65485,443,42,42,9696,1000000,1,3042,6654,42,42,84,6,36
65485,443,30,30,7068,1000000,1,2013,5055,30,30,60,3,27
65485,443,32,31,7464,1000000,1,1982,5482,32,31,63,2,29
65485,443,49,51,11034,1000000,1,4297,6737,49,51,100,13,38
65485,443,119,120,28316,1000000,1,8113,20203,119,120,239,13,107
65485,443,110,111,26869,1000000,1,6623,20246,110,111,221,5,106
65485,443,96,96,24200,1000000,1,5601,18599,96,96,192,3,93
65485,443,99,99,23707,1000000,1,6235,17472,99,99,198,7,92
65485,443,90,89,21745,1000000,1,5253,16492,90,89,179,3,86
65485,443,109,110,26209,1000000,1,7192,19017,109,110,219,10,100
65485,443,102,103,25072,1000000,1,6270,18802,102,103,205,6,97
65485,443,104,105,25294,1000000,1,6561,18733,104,105,209,7,98
65485,443,110,110,27119,1000000,1,6377,20742,110,110,220,3,107
65485,443,99,99,25405,1000000,1,5593,19812,99,99,198,1,98
65485,443,106,103,24922,1000000,1,7670,17252,106,103,209,14,92
65485,443,130,127,31464,1000000,1,8763,22701,130,127,257,13,117
65485,443,122,123,29685,1000000,1,7914,21771,122,123,245,10,114
65485,443,114,110,27587,1000000,1,8006,19581,114,110,224,14,100
65485,443,94,93,22663,1000000,1,5735,16928,94,93,187,5,89
65485,443,95,97,23124,1000000,1,5650,17474,95,97,192,4,92
65485,443,128,127,30691,1000000,1,8608,22083,128,127,255,12,117
65485,443,86,86,20768,1000000,1,5176,15592,86,86,172,4,82
65485,443,108,108,26518,1000000,1,6269,20249,108,108,216,3,105
65485,443,115,114,27743,1000000,1,7270,20473,115,114,229,8,107
65485,443,87,89,20646,1000000,1,6143,14503,87,89,176,11,78
65485,443,104,104,24999,1000000,1,6644,18355,104,104,208,8,97
65485,443,97,96,23527,1000000,1,5885,17642,97,96,193,5,92
65485,443,101,100,24182,1000000,1,6506,17676,101,100,201,8,92
65485,443,40,40,9451,1000000,1,2922,6529,40,40,80,6,35
65485,443,27,27,6255,1000000,1,2129,4126,27,27,54,5,22
65485,443,36,33,7853,1000000,1,3353,4500,36,33,69,11,25
65485,443,96,95,22600,1000000,1,7379,15221,96,95,191,16,82
65485,443,111,112,26675,1000000,1,7594,19081,111,112,223,12,102
65485,443,100,100,24330,1000000,1,5932,18398,100,100,200,4,96
65485,443,131,130,31887,1000000,1,8369,23518,131,130,261,9,122
65485,443,115,115,27714,1000000,1,7044,20670,115,115,230,6,109
65485,443,85,85,20419,1000000,1,5249,15170,85,85,170,5,80
65485,443,110,108,26468,1000000,1,6992,19476,110,108,218,8,102
65485,443,111,110,26441,1000000,1,7542,18899,111,110,221,12,99
65485,443,101,100,24409,1000000,1,6137,18272,101,100,201,5,96
65485,443,103,103,25050,1000000,1,5979,19071,103,103,206,3,100
65485,443,74,74,17676,1000000,1,4643,13033,74,74,148,5,69
65485,443,96,98,22664,1000000,1,7101,15563,96,98,194,15,84
65485,443,93,95,22476,1000000,1,6213,16263,93,95,188,9,86
65485,443,95,96,22506,1000000,1,6424,16082,95,96,191,10,86
65485,443,113,114,27770,1000000,1,6495,21275,113,114,227,3,110
65485,443,110,109,26699,1000000,1,7603,19096,110,109,219,13,99
65485,443,93,94,22326,1000000,1,5923,16403,93,94,187,7,87
65485,443,103,101,24619,1000000,1,6487,18132,103,101,204,7,96
65485,443,142,141,34194,1000000,1,9125,25069,142,141,283,11,131
65485,443,81,82,19513,1000000,1,5041,14472,81,82,163,5,77
65485,443,94,95,23115,1000000,1,5723,17392,94,95,189,5,90
65485,443,113,115,27510,1000000,1,7075,20435,113,115,228,7,108
65485,443,115,117,27553,1000000,1,8088,19465,115,117,232,14,104
65485,443,114,112,26632,1000000,1,8188,18444,114,112,226,16,98
65485,443,108,108,26203,1000000,1,6630,19573,108,108,216,6,102
65485,443,62,62,15092,1000000,1,3658,11434,62,62,124,2,60
65485,443,100,99,23791,1000000,1,6416,17375,100,99,199,8,92
65485,443,106,107,25980,1000000,1,6625,19355,106,107,213,7,100
65485,443,120,121,29478,1000000,1,7707,21771,120,121,241,9,112
65485,443,102,103,24723,1000000,1,6735,17988,102,103,205,9,94
65485,443,137,135,32222,1000000,1,9998,22224,137,135,272,20,117
65485,443,110,110,26175,1000000,1,7381,18794,110,110,220,11,100
65485,443,97,95,23447,1000000,1,6266,17181,97,95,192,8,89
65485,443,76,76,18710,1000000,1,4370,14340,76,76,152,2,74
65485,443,85,85,20642,1000000,1,5027,15615,85,85,170,3,82
65485,443,108,108,25513,1000000,1,7253,18260,108,108,216,11,97
65485,443,114,116,28579,1000000,1,7034,21545,114,116,230,6,110
65485,443,112,112,26821,1000000,1,7088,19733,112,112,224,8,104
65485,443,101,100,24626,1000000,1,5998,18628,101,100,201,4,97
65485,443,96,96,23296,1000000,1,6085,17211,96,96,192,7,89
65485,443,106,106,25620,1000000,1,6927,18693,106,106,212,9,97
65485,443,110,110,26937,1000000,1,6413,20524,110,110,220,3,107
65485,443,95,95,23178,1000000,1,5408,17770,95,95,190,2,93
65485,443,101,101,24439,1000000,1,6113,18326,101,101,202,5,96
65485,443,131,128,32004,1000000,1,8516,23488,131,128,259,10,121
65485,443,104,104,24957,1000000,1,6922,18035,104,104,208,10,95
65485,443,130,129,31581,1000000,1,9018,22563,130,129,259,14,117
65485,443,109,108,26159,1000000,1,7053,19106,109,108,217,9,100
65485,443,90,89,21355,1000000,1,5900,15455,90,89,179,8,82
65485,443,97,96,23053,1000000,1,6254,16799,97,96,193,8,89
65485,443,112,111,26890,1000000,1,6985,19905,112,111,223,7,104
65485,443,120,120,29225,1000000,1,7810,21415,120,120,240,10,111
65485,443,109,110,27284,1000000,1,6859,20425,109,110,219,7,103
65485,443,101,102,24084,1000000,1,6939,17145,101,102,203,11,91
65485,443,107,105,25522,1000000,1,7084,18438,107,105,212,10,97
65485,443,104,105,25458,1000000,1,6450,19008,104,105,209,6,99
65485,443,91,90,21957,1000000,1,5605,16352,91,90,181,5,86
65485,443,49,49,12178,1000000,1,3039,9139,49,49,98,3,46
65485,443,45,43,10240,1000000,1,3617,6623,45,43,88,9,36
65485,443,41,41,9126,1000000,1,3369,5757,41,41,82,9,32
65485,443,48,48,11497,1000000,1,3112,8385,48,48,96,4,44
65485,443,82,82,19903,1000000,1,5087,14816,82,82,164,5,78
65485,443,40,39,8946,1000000,1,3188,5758,40,39,79,8,32
65485,443,29,29,6283,1000000,1,2721,3562,29,29,58,9,20
65485,443,35,34,7833,1000000,1,2918,4915,35,34,69,8,27
65485,443,35,33,7911,1000000,1,2835,5076,35,33,68,7,28
65485,443,34,32,7653,1000000,1,2761,4892,34,32,66,7,27
65485,443,35,35,8232,1000000,1,2549,5683,35,35,70,5,30
65485,443,33,32,7309,1000000,1,2798,4511,33,32,65,8,25
65485,443,86,86,20958,1000000,1,5248,15710,86,86,172,4,82
65485,443,121,119,29649,1000000,1,7051,22598,121,119,240,3,118
65485,443,96,96,22861,1000000,1,6435,16426,96,96,192,9,87
65485,443,107,104,24994,1000000,1,7993,17001,107,104,211,17,91
65485,443,97,98,23571,1000000,1,6056,17515,97,98,195,6,92
65485,443,96,95,22568,1000000,1,6625,15943,96,95,191,11,86
65485,443,104,104,24938,1000000,1,6700,18238,104,104,208,8,97
65485,443,89,88,22331,1000000,1,5096,17235,89,88,177,2,88
65485,443,95,96,23813,1000000,1,5369,18444,95,96,191,1,95
65485,443,80,80,19286,1000000,1,4967,14319,80,80,160,5,75
65485,443,84,83,19639,1000000,1,5806,13833,84,83,167,10,74
65485,443,97,97,23496,1000000,1,6044,17452,97,97,194,6,91
65485,443,31,30,7033,1000000,1,2617,4416,32,31,63,7,24
65485,443,46,41,10356,1000000,1,4606,5750,47,42,89,14,32
65485,443,36,36,8457,1000000,1,2591,5866,36,36,72,5,31
65485,443,41,41,9330,1000000,1,3103,6227,41,41,82,7,34
65485,443,45,44,10084,1000000,1,3700,6384,45,44,89,10,35
65485,443,103,103,24739,1000000,1,6499,18240,103,103,206,7,96
65485,443,83,83,20262,1000000,1,4796,15466,83,83,166,2,81
65485,443,97,96,23469,1000000,1,5965,17504,97,96,193,5,92
65485,443,95,90,22749,1000000,1,5789,16960,95,90,185,5,89
65485,443,124,123,30438,1000000,1,8324,22114,124,123,247,12,113
65485,443,110,109,27286,1000000,1,7199,20087,110,109,219,9,102
65485,443,128,128,31836,1000000,1,7143,24693,128,128,256,1,127
65485,443,123,124,30469,1000000,1,7623,22846,123,124,247,7,117
65485,443,119,119,29755,1000000,1,7181,22574,119,119,238,5,114
65485,443,103,105,24906,1000000,1,6626,18280,103,105,208,8,97
65485,443,118,118,28461,1000000,1,7770,20691,118,118,236,10,109
65485,443,117,120,29036,1000000,1,7382,21654,117,120,237,8,113
65485,443,92,89,22066,1000000,1,6294,15772,92,89,181,10,82
65485,443,85,85,20807,1000000,1,5420,15387,85,85,170,6,79
65485,443,97,96,22977,1000000,1,6413,16564,97,96,193,9,88
65485,443,86,87,20510,1000000,1,6006,14504,86,87,173,10,78
65485,443,105,105,25327,1000000,1,6468,18859,105,105,210,6,99
65485,443,78,77,18716,1000000,1,5264,13452,78,77,155,8,70
65485,443,115,116,30165,1000000,1,6763,23402,115,116,231,3,112
65485,443,94,94,23407,1000000,1,5541,17866,94,94,188,3,91
65485,443,87,87,20718,1000000,1,5659,15059,87,87,174,7,80
65485,443,87,87,20815,1000000,1,5841,14974,87,87,174,9,79
65485,443,99,100,24181,1000000,1,6144,18037,99,100,199,6,94
65485,443,80,80,19569,1000000,1,4654,14915,80,80,160,2,78
65485,443,82,82,19913,1000000,1,4833,15080,82,82,164,3,79
65485,443,94,93,22298,1000000,1,6172,16126,94,93,187,8,86
65485,443,116,113,28127,1000000,1,7412,20715,116,113,229,8,108
65485,443,125,126,31356,1000000,1,7629,23727,125,126,251,5,121
65485,443,101,101,24719,1000000,1,7011,17708,101,101,202,11,91
65485,443,120,119,29100,1000000,1,8045,21055,120,119,239,11,109
65485,443,113,112,28315,1000000,1,6460,21855,113,112,225,2,111
65485,443,88,90,22058,1000000,1,5030,17028,88,90,178,2,88
65485,443,81,79,19510,1000000,1,5275,14235,81,79,160,7,74
65485,443,92,93,23267,1000000,1,5707,17560,92,93,185,5,88
65485,443,108,108,26424,1000000,1,7286,19138,108,108,216,10,99
65485,443,112,110,27424,1000000,1,7402,20022,112,110,222,10,104
65485,443,67,67,16495,1000000,1,3757,12738,67,67,134,1,66
65485,443,74,73,17578,1000000,1,5195,12383,74,73,147,9,66
65485,443,51,50,11328,1000000,1,4175,7153,51,50,101,11,40
65485,443,35,35,8178,1000000,1,2398,5780,35,35,70,4,31
65485,443,36,35,8047,1000000,1,2960,5087,36,35,71,8,28
65485,443,29,27,6272,1000000,1,2709,3563,29,27,56,9,20
65485,443,21,21,4626,1000000,1,1769,2857,21,21,42,5,16
65485,443,90,90,22091,1000000,1,5933,16158,90,90,180,7,84
65485,443,112,110,26985,1000000,1,7239,19746,112,110,222,9,103
65485,443,98,98,24417,1000000,1,5686,18731,98,98,196,2,97
65485,443,110,109,27093,1000000,1,7028,20065,110,109,219,8,103
65485,443,85,85,20965,1000000,1,5297,15668,85,85,170,5,80
65485,443,46,44,10564,1000000,1,3766,6798,46,44,90,10,36
65485,443,33,31,7517,1000000,1,2671,4846,33,31,64,7,26
65485,443,53,52,12089,1000000,1,4188,7901,53,52,105,10,43
65485,443,42,42,9416,1000000,1,3665,5751,42,42,84,11,32
65485,443,30,30,7273,1000000,1,1874,5399,30,30,60,2,28
65485,443,31,31,7531,1000000,1,1940,5591,31,31,62,2,29
65485,443,38,38,8376,1000000,1,3195,5181,38,38,76,9,29
65485,443,34,32,7622,1000000,1,2864,4758,34,32,66,8,26
65485,443,32,31,7303,1000000,1,2363,4940,32,31,63,5,27
65485,443,53,53,11715,1000000,1,4767,6948,53,53,106,15,39
65485,443,39,38,8948,1000000,1,3261,5687,39,38,77,9,31
65485,443,39,40,9050,1000000,1,3376,5674,39,40,79,10,31
65485,443,36,35,8179,1000000,1,2857,5322,36,35,71,7,29
65485,443,45,45,10231,1000000,1,3597,6634,45,45,90,9,36
65485,443,44,42,9918,1000000,1,3690,6228,44,42,86,10,34
65485,443,34,35,7908,1000000,1,2598,5310,34,35,69,6,29
65485,443,48,48,10620,1000000,1,3989,6631,48,48,96,11,37
65485,443,41,41,8898,1000000,1,3611,5287,41,41,82,11,30
65485,443,53,52,12797,1000000,1,3775,9022,53,52,105,7,46
65485,443,60,56,13999,1000000,1,4776,9223,60,56,116,12,48
65485,443,47,47,11274,1000000,1,2955,8319,47,47,94,3,44
65485,443,48,47,12049,1000000,1,3299,8750,48,47,95,5,43
65485,443,44,42,10426,1000000,1,3404,7022,44,42,86,8,37
65485,443,44,44,9768,1000000,1,3670,6098,44,44,88,10,34
